"You requested to switch to our B2B/B2C shop...","Sie wollen zum Geschäftskundenshop wechseln?<br />Bitte beachten Sie, dass die Preise danach in Netto angezeigt werden!"
"Stay in current store","Im aktuellen Shop bleiben"
"Switch store","Zum Geschäftskundenshop wechseln"
